,test_image,response,resptime,observer,group,type,noise
264,ori15g3p9.png,7.0,1.705101,Person3,wenig Detailgrad,Original,15
304,ori15g3p3.png,8.0,1.107172,Person3,wenig Detailgrad,Original,15
358,ori15g3p6.png,5.0,42.434078,Person3,wenig Detailgrad,Original,15
39,ori15g3p7.png,4.0,1.168477,Person4,wenig Detailgrad,Original,15
47,ori15g3p8.png,3.0,1.049789,Person4,wenig Detailgrad,Original,15
168,ori15g3p9.png,5.0,1.532547,Person4,wenig Detailgrad,Original,15
204,ori15g3p10.png,4.0,3.056451,Person4,wenig Detailgrad,Original,15
220,ori15g3p2.png,2.0,0.829051,Person4,wenig Detailgrad,Original,15
243,ori15g3p4.png,4.0,1.45486,Person4,wenig Detailgrad,Original,15
264,ori15g3p1.png,3.0,1.024809,Person4,wenig Detailgrad,Original,15
270,ori15g3p6.png,5.0,2.737346,Person4,wenig Detailgrad,Original,15
281,ori15g3p5.png,7.0,0.954652,Person4,wenig Detailgrad,Original,15
356,ori15g3p3.png,3.0,4.541242,Person4,wenig Detailgrad,Original,15
39,ori15g3p7.png,4.0,1.347352,Person5,wenig Detailgrad,Original,15
47,ori15g3p8.png,3.0,0.760121,Person5,wenig Detailgrad,Original,15
168,ori15g3p9.png,1.0,2.026895,Person5,wenig Detailgrad,Original,15
204,ori15g3p10.png,2.0,8.440358,Person5,wenig Detailgrad,Original,15
220,ori15g3p2.png,4.0,6.000166,Person5,wenig Detailgrad,Original,15
243,ori15g3p4.png,3.0,0.942854,Person5,wenig Detailgrad,Original,15
264,ori15g3p1.png,5.0,1.317253,Person5,wenig Detailgrad,Original,15
270,ori15g3p6.png,3.0,0.384079,Person5,wenig Detailgrad,Original,15
281,ori15g3p5.png,2.0,1.749406,Person5,wenig Detailgrad,Original,15
356,ori15g3p3.png,5.0,1.552639,Person5,wenig Detailgrad,Original,15
12,ori15g3p7.png,4.0,1.855145,Person6,wenig Detailgrad,Original,15
116,ori15g3p5.png,5.0,2.860031,Person6,wenig Detailgrad,Original,15
123,ori15g3p8.png,6.0,6.169732,Person6,wenig Detailgrad,Original,15
124,ori15g3p3.png,5.0,2.31082,Person6,wenig Detailgrad,Original,15
137,ori15g3p10.png,6.0,2.022596,Person6,wenig Detailgrad,Original,15
171,ori15g3p6.png,6.0,1.617318,Person6,wenig Detailgrad,Original,15
202,ori15g3p9.png,7.0,2.503541,Person6,wenig Detailgrad,Original,15
203,ori15g3p1.png,6.0,18.44017,Person6,wenig Detailgrad,Original,15
294,ori15g3p4.png,7.0,2.159203,Person6,wenig Detailgrad,Original,15
326,ori15g3p2.png,7.0,2.16719,Person6,wenig Detailgrad,Original,15
0,ani25g1p9.png,4.0,6.819346,Person1,hoch Detailgrad,Anime,25
17,ani25g1p4.png,5.0,1.788191,Person1,hoch Detailgrad,Anime,25
61,ani25g1p8.png,6.0,2.195958,Person1,hoch Detailgrad,Anime,25
80,ani25g1p2.png,5.0,4.543028,Person1,hoch Detailgrad,Anime,25
135,ani25g1p10.png,4.0,2.680442,Person1,hoch Detailgrad,Anime,25
187,ani25g1p5.png,5.0,4.557826,Person1,hoch Detailgrad,Anime,25
224,ani25g1p3.png,8.0,1.250222,Person1,hoch Detailgrad,Anime,25
235,ani25g1p6.png,8.0,1.685469,Person1,hoch Detailgrad,Anime,25
258,ani25g1p1.png,3.0,5.501481,Person1,hoch Detailgrad,Anime,25
353,ani25g1p7.png,5.0,1.665499,Person1,hoch Detailgrad,Anime,25
7,ani25g1p6.png,3.0,2.431348,Person2,hoch Detailgrad,Anime,25
49,ani25g1p8.png,5.0,92.226644,Person2,hoch Detailgrad,Anime,25
217,ani25g1p10.png,4.0,2.231958,Person2,hoch Detailgrad,Anime,25
241,ani25g1p4.png,4.0,4.118458,Person2,hoch Detailgrad,Anime,25
419,ani25g1p1.png,3.0,2.024915,Person2,hoch Detailgrad,Anime,25
429,ani25g1p5.png,4.0,2.734855,Person2,hoch Detailgrad,Anime,25
435,ani25g1p2.png,3.0,1.830256,Person2,hoch Detailgrad,Anime,25
605,ani25g1p9.png,4.0,2.655839,Person2,hoch Detailgrad,Anime,25
621,ani25g1p3.png,4.0,2.90192,Person2,hoch Detailgrad,Anime,25
699,ani25g1p7.png,7.0,1.76392,Person2,hoch Detailgrad,Anime,25
3,ani25g1p6.png,8.0,1.273902,Person3,hoch Detailgrad,Anime,25
24,ani25g1p8.png,8.0,4.640156,Person3,hoch Detailgrad,Anime,25
108,ani25g1p10.png,7.0,7.967176,Person3,hoch Detailgrad,Anime,25
120,ani25g1p4.png,4.0,1.850614,Person3,hoch Detailgrad,Anime,25
209,ani25g1p1.png,3.0,1.823384,Person3,hoch Detailgrad,Anime,25
214,ani25g1p5.png,7.0,1.288126,Person3,hoch Detailgrad,Anime,25
217,ani25g1p2.png,4.0,1.503843,Person3,hoch Detailgrad,Anime,25
302,ani25g1p9.png,5.0,2.011742,Person3,hoch Detailgrad,Anime,25
310,ani25g1p3.png,5.0,2.853175,Person3,hoch Detailgrad,Anime,25
349,ani25g1p7.png,7.0,7.399654,Person3,hoch Detailgrad,Anime,25
14,ani25g1p3.png,4.0,1.439301,Person4,hoch Detailgrad,Anime,25
32,ani25g1p5.png,3.0,1.013543,Person4,hoch Detailgrad,Anime,25
81,ani25g1p1.png,7.0,1.078616,Person4,hoch Detailgrad,Anime,25
140,ani25g1p4.png,3.0,2.41655,Person4,hoch Detailgrad,Anime,25
156,ani25g1p2.png,3.0,1.673541,Person4,hoch Detailgrad,Anime,25
183,ani25g1p9.png,4.0,1.959355,Person4,hoch Detailgrad,Anime,25
187,ani25g1p6.png,4.0,4.461576,Person4,hoch Detailgrad,Anime,25
323,ani25g1p10.png,4.0,0.965933,Person4,hoch Detailgrad,Anime,25
329,ani25g1p8.png,4.0,1.133836,Person4,hoch Detailgrad,Anime,25
342,ani25g1p7.png,8.0,1.092062,Person4,hoch Detailgrad,Anime,25
14,ani25g1p3.png,2.0,0.908585,Person5,hoch Detailgrad,Anime,25
32,ani25g1p5.png,3.0,1.23815,Person5,hoch Detailgrad,Anime,25
81,ani25g1p1.png,7.0,5.516797,Person5,hoch Detailgrad,Anime,25
140,ani25g1p4.png,4.0,1.220419,Person5,hoch Detailgrad,Anime,25
156,ani25g1p2.png,2.0,1.201864,Person5,hoch Detailgrad,Anime,25
183,ani25g1p9.png,5.0,2.959874,Person5,hoch Detailgrad,Anime,25
187,ani25g1p6.png,3.0,1.43925,Person5,hoch Detailgrad,Anime,25
323,ani25g1p10.png,6.0,2.318501,Person5,hoch Detailgrad,Anime,25
329,ani25g1p8.png,4.0,0.863857,Person5,hoch Detailgrad,Anime,25
342,ani25g1p7.png,3.0,3.816159,Person5,hoch Detailgrad,Anime,25
0,ani25g1p9.png,7.0,6.507075,Person6,hoch Detailgrad,Anime,25
17,ani25g1p4.png,3.0,3.235358,Person6,hoch Detailgrad,Anime,25
61,ani25g1p8.png,4.0,2.476836,Person6,hoch Detailgrad,Anime,25
80,ani25g1p2.png,3.0,1.843046,Person6,hoch Detailgrad,Anime,25
135,ani25g1p10.png,4.0,1.936818,Person6,hoch Detailgrad,Anime,25
187,ani25g1p5.png,4.0,3.240489,Person6,hoch Detailgrad,Anime,25
224,ani25g1p3.png,4.0,4.502083,Person6,hoch Detailgrad,Anime,25
235,ani25g1p6.png,5.0,1.426561,Person6,hoch Detailgrad,Anime,25
258,ani25g1p1.png,4.0,1.244598,Person6,hoch Detailgrad,Anime,25
353,ani25g1p7.png,5.0,1.130638,Person6,hoch Detailgrad,Anime,25
66,ani25g2p6.png,4.0,1.83741,Person1,mittel Detailgrad,Anime,25
108,ani25g2p10.png,3.0,2.552918,Person1,mittel Detailgrad,Anime,25
127,ani25g2p3.png,4.0,2.770103,Person1,mittel Detailgrad,Anime,25
128,ani25g2p2.png,2.0,2.050081,Person1,mittel Detailgrad,Anime,25
131,ani25g2p7.png,3.0,1.24946,Person1,mittel Detailgrad,Anime,25
167,ani25g2p1.png,2.0,3.116295,Person1,mittel Detailgrad,Anime,25
183,ani25g2p8.png,3.0,6.667701,Person1,mittel Detailgrad,Anime,25
227,ani25g2p5.png,4.0,1.59724,Person1,mittel Detailgrad,Anime,25
341,ani25g2p9.png,5.0,1.610456,Person1,mittel Detailgrad,Anime,25
349,ani25g2p4.png,5.0,2.742875,Person1,mittel Detailgrad,Anime,25
19,ani25g2p9.png,2.0,1.888804,Person2,mittel Detailgrad,Anime,25
39,ani25g2p8.png,3.0,2.025643,Person2,mittel Detailgrad,Anime,25
75,ani25g2p1.png,3.0,2.162895,Person2,mittel Detailgrad,Anime,25
91,ani25g2p4.png,5.0,3.17636,Person2,mittel Detailgrad,Anime,25
155,ani25g2p2.png,3.0,3.120294,Person2,mittel Detailgrad,Anime,25
197,ani25g2p7.png,6.0,2.409401,Person2,mittel Detailgrad,Anime,25
279,ani25g2p6.png,4.0,13.031656,Person2,mittel Detailgrad,Anime,25
443,ani25g2p10.png,3.0,2.577727,Person2,mittel Detailgrad,Anime,25
515,ani25g2p5.png,3.0,1.946758,Person2,mittel Detailgrad,Anime,25
517,ani25g2p3.png,3.0,1.819465,Person2,mittel Detailgrad,Anime,25
9,ani25g2p9.png,1.0,1.220476,Person3,mittel Detailgrad,Anime,25
19,ani25g2p8.png,2.0,1.462077,Person3,mittel Detailgrad,Anime,25
37,ani25g2p1.png,7.0,1.743255,Person3,mittel Detailgrad,Anime,25
45,ani25g2p4.png,6.0,1.222517,Person3,mittel Detailgrad,Anime,25
77,ani25g2p2.png,3.0,1.496632,Person3,mittel Detailgrad,Anime,25
98,ani25g2p7.png,5.0,1.639909,Person3,mittel Detailgrad,Anime,25
139,ani25g2p6.png,6.0,1.164885,Person3,mittel Detailgrad,Anime,25
221,ani25g2p10.png,6.0,3.81179,Person3,mittel Detailgrad,Anime,25
257,ani25g2p5.png,6.0,5.588844,Person3,mittel Detailgrad,Anime,25
258,ani25g2p3.png,7.0,1.276586,Person3,mittel Detailgrad,Anime,25
31,ani25g2p2.png,3.0,2.916871,Person4,mittel Detailgrad,Anime,25
96,ani25g2p6.png,4.0,1.919216,Person4,mittel Detailgrad,Anime,25
103,ani25g2p9.png,4.0,1.062891,Person4,mittel Detailgrad,Anime,25
106,ani25g2p7.png,4.0,1.264932,Person4,mittel Detailgrad,Anime,25
162,ani25g2p4.png,1.0,0.655053,Person4,mittel Detailgrad,Anime,25
188,ani25g2p3.png,4.0,0.80402,Person4,mittel Detailgrad,Anime,25
195,ani25g2p10.png,3.0,1.096643,Person4,mittel Detailgrad,Anime,25
227,ani25g2p5.png,4.0,1.568701,Person4,mittel Detailgrad,Anime,25
306,ani25g2p1.png,4.0,4.915486,Person4,mittel Detailgrad,Anime,25
324,ani25g2p8.png,5.0,1.210183,Person4,mittel Detailgrad,Anime,25
31,ani25g2p2.png,4.0,1.2152,Person5,mittel Detailgrad,Anime,25
96,ani25g2p6.png,3.0,3.06498,Person5,mittel Detailgrad,Anime,25
103,ani25g2p9.png,2.0,2.83361,Person5,mittel Detailgrad,Anime,25
106,ani25g2p7.png,5.0,1.778575,Person5,mittel Detailgrad,Anime,25
162,ani25g2p4.png,4.0,3.397633,Person5,mittel Detailgrad,Anime,25
188,ani25g2p3.png,3.0,0.999405,Person5,mittel Detailgrad,Anime,25
195,ani25g2p10.png,4.0,1.223433,Person5,mittel Detailgrad,Anime,25
227,ani25g2p5.png,3.0,2.02121,Person5,mittel Detailgrad,Anime,25
306,ani25g2p1.png,4.0,1.112588,Person5,mittel Detailgrad,Anime,25
324,ani25g2p8.png,5.0,0.966195,Person5,mittel Detailgrad,Anime,25
66,ani25g2p6.png,7.0,1.995413,Person6,mittel Detailgrad,Anime,25
108,ani25g2p10.png,4.0,1.494714,Person6,mittel Detailgrad,Anime,25
127,ani25g2p3.png,5.0,3.186041,Person6,mittel Detailgrad,Anime,25
128,ani25g2p2.png,4.0,5.510005,Person6,mittel Detailgrad,Anime,25
131,ani25g2p7.png,4.0,9.168509,Person6,mittel Detailgrad,Anime,25
167,ani25g2p1.png,5.0,12.524626,Person6,mittel Detailgrad,Anime,25
183,ani25g2p8.png,4.0,10.270534,Person6,mittel Detailgrad,Anime,25
227,ani25g2p5.png,3.0,1.176508,Person6,mittel Detailgrad,Anime,25
341,ani25g2p9.png,4.0,1.896406,Person6,mittel Detailgrad,Anime,25
349,ani25g2p4.png,4.0,1.249207,Person6,mittel Detailgrad,Anime,25
23,ani25g3p3.png,6.0,6.513403,Person1,wenig Detailgrad,Anime,25
45,ani25g3p2.png,3.0,1.742089,Person1,wenig Detailgrad,Anime,25
87,ani25g3p8.png,3.0,2.922606,Person1,wenig Detailgrad,Anime,25
105,ani25g3p10.png,2.0,2.010766,Person1,wenig Detailgrad,Anime,25
158,ani25g3p6.png,5.0,4.597466,Person1,wenig Detailgrad,Anime,25
179,ani25g3p5.png,4.0,1.779908,Person1,wenig Detailgrad,Anime,25
189,ani25g3p4.png,2.0,2.20564,Person1,wenig Detailgrad,Anime,25
220,ani25g3p1.png,5.0,2.405294,Person1,wenig Detailgrad,Anime,25
221,ani25g3p7.png,3.0,1.745283,Person1,wenig Detailgrad,Anime,25
311,ani25g3p9.png,3.0,1.207571,Person1,wenig Detailgrad,Anime,25
21,ani25g3p8.png,3.0,2.302305,Person2,wenig Detailgrad,Anime,25
67,ani25g3p5.png,3.0,4.519822,Person2,wenig Detailgrad,Anime,25
117,ani25g3p2.png,3.0,2.759567,Person2,wenig Detailgrad,Anime,25
149,ani25g3p1.png,2.0,2.363781,Person2,wenig Detailgrad,Anime,25
157,ani25g3p4.png,3.0,2.474828,Person2,wenig Detailgrad,Anime,25
213,ani25g3p9.png,2.0,3.7657,Person2,wenig Detailgrad,Anime,25
233,ani25g3p10.png,4.0,3.292161,Person2,wenig Detailgrad,Anime,25
373,ani25g3p6.png,2.0,2.402516,Person2,wenig Detailgrad,Anime,25
485,ani25g3p7.png,2.0,1.502841,Person2,wenig Detailgrad,Anime,25
659,ani25g3p3.png,2.0,2.764372,Person2,wenig Detailgrad,Anime,25
10,ani25g3p8.png,4.0,1.528297,Person3,wenig Detailgrad,Anime,25
33,ani25g3p5.png,8.0,5.498385,Person3,wenig Detailgrad,Anime,25
58,ani25g3p2.png,4.0,1.511167,Person3,wenig Detailgrad,Anime,25
74,ani25g3p1.png,1.0,1.691888,Person3,wenig Detailgrad,Anime,25
78,ani25g3p4.png,3.0,2.134903,Person3,wenig Detailgrad,Anime,25
106,ani25g3p9.png,3.0,1.57255,Person3,wenig Detailgrad,Anime,25
116,ani25g3p10.png,10.0,1.277856,Person3,wenig Detailgrad,Anime,25
186,ani25g3p6.png,2.0,1.684765,Person3,wenig Detailgrad,Anime,25
242,ani25g3p7.png,3.0,1.29168,Person3,wenig Detailgrad,Anime,25
329,ani25g3p3.png,5.0,6.007445,Person3,wenig Detailgrad,Anime,25
35,ani25g3p5.png,4.0,1.256426,Person4,wenig Detailgrad,Anime,25
65,ani25g3p6.png,3.0,0.884477,Person4,wenig Detailgrad,Anime,25
132,ani25g3p9.png,3.0,1.690563,Person4,wenig Detailgrad,Anime,25
143,ani25g3p3.png,4.0,1.05284,Person4,wenig Detailgrad,Anime,25
200,ani25g3p2.png,2.0,0.894668,Person4,wenig Detailgrad,Anime,25
239,ani25g3p10.png,4.0,1.360785,Person4,wenig Detailgrad,Anime,25
250,ani25g3p8.png,4.0,1.209751,Person4,wenig Detailgrad,Anime,25
261,ani25g3p7.png,1.0,1.225689,Person4,wenig Detailgrad,Anime,25
282,ani25g3p4.png,3.0,1.174551,Person4,wenig Detailgrad,Anime,25
307,ani25g3p1.png,3.0,0.965106,Person4,wenig Detailgrad,Anime,25
35,ani25g3p5.png,3.0,0.493025,Person5,wenig Detailgrad,Anime,25
65,ani25g3p6.png,7.0,1.744841,Person5,wenig Detailgrad,Anime,25
132,ani25g3p9.png,4.0,4.611942,Person5,wenig Detailgrad,Anime,25
143,ani25g3p3.png,2.0,0.949718,Person5,wenig Detailgrad,Anime,25
200,ani25g3p2.png,2.0,0.714552,Person5,wenig Detailgrad,Anime,25
239,ani25g3p10.png,2.0,1.022292,Person5,wenig Detailgrad,Anime,25
250,ani25g3p8.png,4.0,1.027129,Person5,wenig Detailgrad,Anime,25
261,ani25g3p7.png,5.0,1.533497,Person5,wenig Detailgrad,Anime,25
282,ani25g3p4.png,2.0,1.057683,Person5,wenig Detailgrad,Anime,25
307,ani25g3p1.png,4.0,0.783316,Person5,wenig Detailgrad,Anime,25
23,ani25g3p3.png,3.0,2.045328,Person6,wenig Detailgrad,Anime,25
45,ani25g3p2.png,4.0,1.991252,Person6,wenig Detailgrad,Anime,25
87,ani25g3p8.png,5.0,1.74393,Person6,wenig Detailgrad,Anime,25
105,ani25g3p10.png,6.0,2.01986,Person6,wenig Detailgrad,Anime,25
158,ani25g3p6.png,4.0,2.8773,Person6,wenig Detailgrad,Anime,25
179,ani25g3p5.png,4.0,1.667053,Person6,wenig Detailgrad,Anime,25
189,ani25g3p4.png,4.0,3.898493,Person6,wenig Detailgrad,Anime,25
220,ani25g3p1.png,3.0,1.617085,Person6,wenig Detailgrad,Anime,25
221,ani25g3p7.png,4.0,9.505609,Person6,wenig Detailgrad,Anime,25
311,ani25g3p9.png,2.0,0.973974,Person6,wenig Detailgrad,Anime,25
41,ori25g1p4.png,4.0,1.576163,Person1,hoch Detailgrad,Original,25
54,ori25g1p10.png,8.0,2.908149,Person1,hoch Detailgrad,Original,25
90,ori25g1p3.png,8.0,2.341438,Person1,hoch Detailgrad,Original,25
169,ori25g1p2.png,2.0,2.371202,Person1,hoch Detailgrad,Original,25
205,ori25g1p8.png,4.0,2.767648,Person1,hoch Detailgrad,Original,25
213,ori25g1p9.png,3.0,1.953746,Person1,hoch Detailgrad,Original,25
241,ori25g1p6.png,6.0,2.004596,Person1,hoch Detailgrad,Original,25
256,ori25g1p1.png,3.0,2.144193,Person1,hoch Detailgrad,Original,25
310,ori25g1p5.png,5.0,1.968664,Person1,hoch Detailgrad,Original,25
354,ori25g1p7.png,4.0,1.892227,Person1,hoch Detailgrad,Original,25
163,ori25g1p3.png,6.0,3.494163,Person2,hoch Detailgrad,Original,25
267,ori25g1p7.png,5.0,6.121548,Person2,hoch Detailgrad,Original,25
273,ori25g1p5.png,4.0,1.921077,Person2,hoch Detailgrad,Original,25
381,ori25g1p4.png,4.0,2.087666,Person2,hoch Detailgrad,Original,25
389,ori25g1p10.png,7.0,2.814532,Person2,hoch Detailgrad,Original,25
399,ori25g1p9.png,3.0,1.892183,Person2,hoch Detailgrad,Original,25
531,ori25g1p8.png,8.0,2.425043,Person2,hoch Detailgrad,Original,25
623,ori25g1p2.png,4.0,1.461987,Person2,hoch Detailgrad,Original,25
631,ori25g1p1.png,6.0,4.59778,Person2,hoch Detailgrad,Original,25
697,ori25g1p6.png,4.0,2.761958,Person2,hoch Detailgrad,Original,25
81,ori25g1p3.png,3.0,3.554359,Person3,hoch Detailgrad,Original,25
133,ori25g1p7.png,6.0,5.309178,Person3,hoch Detailgrad,Original,25
136,ori25g1p5.png,6.0,2.213967,Person3,hoch Detailgrad,Original,25
190,ori25g1p4.png,8.0,1.557525,Person3,hoch Detailgrad,Original,25
194,ori25g1p10.png,2.0,1.29461,Person3,hoch Detailgrad,Original,25
199,ori25g1p9.png,5.0,1.627031,Person3,hoch Detailgrad,Original,25
265,ori25g1p8.png,7.0,2.798509,Person3,hoch Detailgrad,Original,25
311,ori25g1p2.png,5.0,3.020479,Person3,hoch Detailgrad,Original,25
315,ori25g1p1.png,8.0,1.298345,Person3,hoch Detailgrad,Original,25
348,ori25g1p6.png,7.0,1.287781,Person3,hoch Detailgrad,Original,25
94,ori25g1p7.png,3.0,1.162463,Person4,hoch Detailgrad,Original,25
142,ori25g1p4.png,4.0,1.437261,Person4,hoch Detailgrad,Original,25
160,ori25g1p10.png,1.0,0.955976,Person4,hoch Detailgrad,Original,25
236,ori25g1p5.png,3.0,1.853137,Person4,hoch Detailgrad,Original,25
259,ori25g1p8.png,6.0,1.949189,Person4,hoch Detailgrad,Original,25
289,ori25g1p6.png,5.0,1.541822,Person4,hoch Detailgrad,Original,25
301,ori25g1p1.png,6.0,1.426279,Person4,hoch Detailgrad,Original,25
303,ori25g1p3.png,5.0,1.958099,Person4,hoch Detailgrad,Original,25
339,ori25g1p9.png,5.0,1.48418,Person4,hoch Detailgrad,Original,25
357,ori25g1p2.png,4.0,0.894556,Person4,hoch Detailgrad,Original,25
94,ori25g1p7.png,2.0,1.244653,Person5,hoch Detailgrad,Original,25
142,ori25g1p4.png,3.0,1.235018,Person5,hoch Detailgrad,Original,25
160,ori25g1p10.png,3.0,6.520498,Person5,hoch Detailgrad,Original,25
236,ori25g1p5.png,5.0,1.156806,Person5,hoch Detailgrad,Original,25
259,ori25g1p8.png,5.0,3.285936,Person5,hoch Detailgrad,Original,25
289,ori25g1p6.png,4.0,1.597267,Person5,hoch Detailgrad,Original,25
301,ori25g1p1.png,4.0,2.226986,Person5,hoch Detailgrad,Original,25
303,ori25g1p3.png,3.0,1.073033,Person5,hoch Detailgrad,Original,25
339,ori25g1p9.png,3.0,1.128547,Person5,hoch Detailgrad,Original,25
357,ori25g1p2.png,2.0,3.49223,Person5,hoch Detailgrad,Original,25
41,ori25g1p4.png,5.0,1.870475,Person6,hoch Detailgrad,Original,25
54,ori25g1p10.png,4.0,2.618168,Person6,hoch Detailgrad,Original,25
90,ori25g1p3.png,4.0,1.993432,Person6,hoch Detailgrad,Original,25
169,ori25g1p2.png,6.0,4.759655,Person6,hoch Detailgrad,Original,25
205,ori25g1p8.png,4.0,2.024327,Person6,hoch Detailgrad,Original,25
213,ori25g1p9.png,5.0,1.373441,Person6,hoch Detailgrad,Original,25
241,ori25g1p6.png,3.0,0.980951,Person6,hoch Detailgrad,Original,25
256,ori25g1p1.png,5.0,7.763261,Person6,hoch Detailgrad,Original,25
310,ori25g1p5.png,3.0,0.895152,Person6,hoch Detailgrad,Original,25
354,ori25g1p7.png,3.0,2.397749,Person6,hoch Detailgrad,Original,25
49,ori25g2p3.png,5.0,2.712736,Person1,mittel Detailgrad,Original,25
62,ori25g2p1.png,6.0,5.832405,Person1,mittel Detailgrad,Original,25
76,ori25g2p4.png,4.0,2.01687,Person1,mittel Detailgrad,Original,25
93,ori25g2p5.png,3.0,1.782669,Person1,mittel Detailgrad,Original,25
125,ori25g2p9.png,3.0,2.446551,Person1,mittel Detailgrad,Original,25
142,ori25g2p6.png,5.0,3.705966,Person1,mittel Detailgrad,Original,25
208,ori25g2p7.png,2.0,1.784066,Person1,mittel Detailgrad,Original,25
286,ori25g2p2.png,3.0,1.846041,Person1,mittel Detailgrad,Original,25
301,ori25g2p8.png,4.0,1.538133,Person1,mittel Detailgrad,Original,25
305,ori25g2p10.png,4.0,1.902965,Person1,mittel Detailgrad,Original,25
1,ori25g2p7.png,4.0,6.853216,Person2,mittel Detailgrad,Original,25
5,ori25g2p2.png,4.0,6.496396,Person2,mittel Detailgrad,Original,25
41,ori25g2p10.png,2.0,3.095166,Person2,mittel Detailgrad,Original,25
147,ori25g2p1.png,2.0,2.030156,Person2,mittel Detailgrad,Original,25
207,ori25g2p8.png,4.0,12.11707,Person2,mittel Detailgrad,Original,25
369,ori25g2p3.png,3.0,2.571066,Person2,mittel Detailgrad,Original,25
377,ori25g2p6.png,3.0,3.931264,Person2,mittel Detailgrad,Original,25
445,ori25g2p5.png,3.0,2.470952,Person2,mittel Detailgrad,Original,25
475,ori25g2p4.png,4.0,5.188093,Person2,mittel Detailgrad,Original,25
607,ori25g2p9.png,4.0,2.420349,Person2,mittel Detailgrad,Original,25
0,ori25g2p7.png,3.0,5.374659,Person3,mittel Detailgrad,Original,25
2,ori25g2p2.png,8.0,1.72174,Person3,mittel Detailgrad,Original,25
20,ori25g2p10.png,5.0,3.440158,Person3,mittel Detailgrad,Original,25
73,ori25g2p1.png,4.0,1.610323,Person3,mittel Detailgrad,Original,25
103,ori25g2p8.png,4.0,8.228745,Person3,mittel Detailgrad,Original,25
184,ori25g2p3.png,8.0,12.293429,Person3,mittel Detailgrad,Original,25
188,ori25g2p6.png,4.0,2.716486,Person3,mittel Detailgrad,Original,25
222,ori25g2p5.png,3.0,4.729748,Person3,mittel Detailgrad,Original,25
237,ori25g2p4.png,6.0,3.009206,Person3,mittel Detailgrad,Original,25
303,ori25g2p9.png,6.0,1.964391,Person3,mittel Detailgrad,Original,25
0,ori25g2p8.png,3.0,13.255189,Person4,mittel Detailgrad,Original,25
20,ori25g2p2.png,4.0,1.443091,Person4,mittel Detailgrad,Original,25
85,ori25g2p5.png,4.0,1.084888,Person4,mittel Detailgrad,Original,25
112,ori25g2p4.png,4.0,4.247794,Person4,mittel Detailgrad,Original,25
118,ori25g2p6.png,6.0,1.966822,Person4,mittel Detailgrad,Original,25
137,ori25g2p1.png,3.0,0.84714,Person4,mittel Detailgrad,Original,25
144,ori25g2p9.png,3.0,0.662735,Person4,mittel Detailgrad,Original,25
225,ori25g2p3.png,5.0,5.005491,Person4,mittel Detailgrad,Original,25
263,ori25g2p10.png,3.0,6.211506,Person4,mittel Detailgrad,Original,25
352,ori25g2p7.png,4.0,7.599948,Person4,mittel Detailgrad,Original,25
0,ori25g2p8.png,4.0,37.333187,Person5,mittel Detailgrad,Original,25
20,ori25g2p2.png,3.0,2.114836,Person5,mittel Detailgrad,Original,25
85,ori25g2p5.png,6.0,1.267383,Person5,mittel Detailgrad,Original,25
112,ori25g2p4.png,4.0,1.553819,Person5,mittel Detailgrad,Original,25
118,ori25g2p6.png,3.0,1.820335,Person5,mittel Detailgrad,Original,25
137,ori25g2p1.png,6.0,1.035244,Person5,mittel Detailgrad,Original,25
144,ori25g2p9.png,3.0,1.517286,Person5,mittel Detailgrad,Original,25
225,ori25g2p3.png,6.0,1.433996,Person5,mittel Detailgrad,Original,25
263,ori25g2p10.png,2.0,1.083021,Person5,mittel Detailgrad,Original,25
352,ori25g2p7.png,4.0,2.135902,Person5,mittel Detailgrad,Original,25
49,ori25g2p3.png,4.0,1.612242,Person6,mittel Detailgrad,Original,25
62,ori25g2p1.png,3.0,1.605187,Person6,mittel Detailgrad,Original,25
76,ori25g2p4.png,3.0,1.603311,Person6,mittel Detailgrad,Original,25
93,ori25g2p5.png,4.0,4.610595,Person6,mittel Detailgrad,Original,25
125,ori25g2p9.png,3.0,1.497988,Person6,mittel Detailgrad,Original,25
142,ori25g2p6.png,5.0,1.495,Person6,mittel Detailgrad,Original,25
208,ori25g2p7.png,5.0,1.49436,Person6,mittel Detailgrad,Original,25
286,ori25g2p2.png,4.0,3.521272,Person6,mittel Detailgrad,Original,25
301,ori25g2p8.png,4.0,3.369518,Person6,mittel Detailgrad,Original,25
305,ori25g2p10.png,4.0,1.488344,Person6,mittel Detailgrad,Original,25
11,ori25g3p4.png,3.0,1.491215,Person1,wenig Detailgrad,Original,25
29,ori25g3p10.png,2.0,4.090294,Person1,wenig Detailgrad,Original,25
52,ori25g3p8.png,3.0,2.618707,Person1,wenig Detailgrad,Original,25
57,ori25g3p7.png,4.0,2.088032,Person1,wenig Detailgrad,Original,25
129,ori25g3p5.png,2.0,1.738277,Person1,wenig Detailgrad,Original,25
165,ori25g3p9.png,3.0,1.915295,Person1,wenig Detailgrad,Original,25
168,ori25g3p3.png,2.0,1.674867,Person1,wenig Detailgrad,Original,25
247,ori25g3p6.png,5.0,1.546713,Person1,wenig Detailgrad,Original,25
312,ori25g3p1.png,1.0,3.00438,Person1,wenig Detailgrad,Original,25
338,ori25g3p2.png,3.0,3.367998,Person1,wenig Detailgrad,Original,25
47,ori25g3p9.png,3.0,2.82415,Person2,wenig Detailgrad,Original,25
59,ori25g3p5.png,3.0,2.892711,Person2,wenig Detailgrad,Original,25
