,test_image,response,resptime,observer,group,type,noise
1,ori45g2p10.png,2.0,1.632585,Person5,mittel Detailgrad,Original,45
16,ori45g2p8.png,2.0,1.100056,Person5,mittel Detailgrad,Original,45
55,ori45g2p7.png,3.0,0.888946,Person5,mittel Detailgrad,Original,45
104,ori45g2p6.png,1.0,1.335453,Person5,mittel Detailgrad,Original,45
116,ori45g2p4.png,3.0,1.092795,Person5,mittel Detailgrad,Original,45
127,ori45g2p2.png,3.0,1.816449,Person5,mittel Detailgrad,Original,45
199,ori45g2p9.png,2.0,0.808331,Person5,mittel Detailgrad,Original,45
300,ori45g2p1.png,4.0,1.016692,Person5,mittel Detailgrad,Original,45
344,ori45g2p3.png,3.0,0.987597,Person5,mittel Detailgrad,Original,45
347,ori45g2p5.png,2.0,2.256237,Person5,mittel Detailgrad,Original,45
16,ori45g2p6.png,2.0,1.484453,Person6,mittel Detailgrad,Original,45
91,ori45g2p5.png,1.0,1.238268,Person6,mittel Detailgrad,Original,45
95,ori45g2p4.png,3.0,3.332969,Person6,mittel Detailgrad,Original,45
132,ori45g2p2.png,3.0,1.248312,Person6,mittel Detailgrad,Original,45
191,ori45g2p3.png,2.0,3.997226,Person6,mittel Detailgrad,Original,45
264,ori45g2p10.png,3.0,1.51276,Person6,mittel Detailgrad,Original,45
276,ori45g2p8.png,2.0,2.036713,Person6,mittel Detailgrad,Original,45
277,ori45g2p7.png,2.0,1.172468,Person6,mittel Detailgrad,Original,45
288,ori45g2p9.png,2.0,1.674987,Person6,mittel Detailgrad,Original,45
330,ori45g2p1.png,3.0,2.054418,Person6,mittel Detailgrad,Original,45
8,ori45g3p2.png,1.0,0.745698,Person1,wenig Detailgrad,Original,45
14,ori45g3p6.png,2.0,2.035192,Person1,wenig Detailgrad,Original,45
46,ori45g3p9.png,1.0,0.879553,Person1,wenig Detailgrad,Original,45
75,ori45g3p7.png,2.0,2.374312,Person1,wenig Detailgrad,Original,45
154,ori45g3p1.png,1.0,1.953489,Person1,wenig Detailgrad,Original,45
155,ori45g3p5.png,1.0,0.862493,Person1,wenig Detailgrad,Original,45
156,ori45g3p10.png,1.0,0.64627,Person1,wenig Detailgrad,Original,45
299,ori45g3p3.png,1.0,0.983596,Person1,wenig Detailgrad,Original,45
304,ori45g3p4.png,2.0,2.088349,Person1,wenig Detailgrad,Original,45
318,ori45g3p8.png,1.0,0.965554,Person1,wenig Detailgrad,Original,45
17,ori45g3p8.png,1.0,1.533552,Person2,wenig Detailgrad,Original,45
131,ori45g3p7.png,1.0,1.445392,Person2,wenig Detailgrad,Original,45
211,ori45g3p9.png,1.0,1.01525,Person2,wenig Detailgrad,Original,45
239,ori45g3p10.png,1.0,1.20736,Person2,wenig Detailgrad,Original,45
411,ori45g3p3.png,1.0,0.973039,Person2,wenig Detailgrad,Original,45
415,ori45g3p6.png,1.0,0.841131,Person2,wenig Detailgrad,Original,45
471,ori45g3p4.png,1.0,0.774786,Person2,wenig Detailgrad,Original,45
523,ori45g3p5.png,1.0,0.866449,Person2,wenig Detailgrad,Original,45
701,ori45g3p1.png,1.0,0.911714,Person2,wenig Detailgrad,Original,45
715,ori45g3p2.png,1.0,0.684276,Person2,wenig Detailgrad,Original,45
8,ori45g3p8.png,1.0,1.962275,Person3,wenig Detailgrad,Original,45
65,ori45g3p7.png,1.0,2.475772,Person3,wenig Detailgrad,Original,45
105,ori45g3p9.png,1.0,0.781254,Person3,wenig Detailgrad,Original,45
119,ori45g3p10.png,1.0,1.30146,Person3,wenig Detailgrad,Original,45
205,ori45g3p3.png,2.0,1.251643,Person3,wenig Detailgrad,Original,45
207,ori45g3p6.png,1.0,1.166975,Person3,wenig Detailgrad,Original,45
235,ori45g3p4.png,1.0,0.833211,Person3,wenig Detailgrad,Original,45
261,ori45g3p5.png,1.0,1.251474,Person3,wenig Detailgrad,Original,45
350,ori45g3p1.png,1.0,1.146868,Person3,wenig Detailgrad,Original,45
357,ori45g3p2.png,1.0,0.776169,Person3,wenig Detailgrad,Original,45
8,ori45g3p8.png,1.0,1.003442,Person4,wenig Detailgrad,Original,45
68,ori45g3p7.png,1.0,0.767943,Person4,wenig Detailgrad,Original,45
77,ori45g3p2.png,1.0,0.821319,Person4,wenig Detailgrad,Original,45
133,ori45g3p10.png,1.0,1.236372,Person4,wenig Detailgrad,Original,45
214,ori45g3p9.png,1.0,1.04807,Person4,wenig Detailgrad,Original,45
230,ori45g3p5.png,2.0,0.823498,Person4,wenig Detailgrad,Original,45
235,ori45g3p3.png,1.0,0.937166,Person4,wenig Detailgrad,Original,45
298,ori45g3p1.png,1.0,0.698761,Person4,wenig Detailgrad,Original,45
311,ori45g3p4.png,1.0,0.844265,Person4,wenig Detailgrad,Original,45
351,ori45g3p6.png,3.0,1.114297,Person4,wenig Detailgrad,Original,45
8,ori45g3p8.png,1.0,1.371855,Person5,wenig Detailgrad,Original,45
68,ori45g3p7.png,2.0,1.021959,Person5,wenig Detailgrad,Original,45
77,ori45g3p2.png,4.0,0.526599,Person5,wenig Detailgrad,Original,45
133,ori45g3p10.png,2.0,1.074214,Person5,wenig Detailgrad,Original,45
214,ori45g3p9.png,1.0,0.77987,Person5,wenig Detailgrad,Original,45
230,ori45g3p5.png,1.0,1.190083,Person5,wenig Detailgrad,Original,45
235,ori45g3p3.png,1.0,1.015523,Person5,wenig Detailgrad,Original,45
298,ori45g3p1.png,3.0,0.92882,Person5,wenig Detailgrad,Original,45
311,ori45g3p4.png,2.0,1.434461,Person5,wenig Detailgrad,Original,45
351,ori45g3p6.png,2.0,3.073746,Person5,wenig Detailgrad,Original,45
8,ori45g3p2.png,2.0,1.372028,Person6,wenig Detailgrad,Original,45
14,ori45g3p6.png,1.0,1.604499,Person6,wenig Detailgrad,Original,45
46,ori45g3p9.png,1.0,1.249552,Person6,wenig Detailgrad,Original,45
75,ori45g3p7.png,1.0,1.488003,Person6,wenig Detailgrad,Original,45
154,ori45g3p1.png,3.0,5.025569,Person6,wenig Detailgrad,Original,45
155,ori45g3p5.png,3.0,1.041213,Person6,wenig Detailgrad,Original,45
156,ori45g3p10.png,1.0,0.989351,Person6,wenig Detailgrad,Original,45
299,ori45g3p3.png,1.0,0.863625,Person6,wenig Detailgrad,Original,45
304,ori45g3p4.png,3.0,1.287472,Person6,wenig Detailgrad,Original,45
318,ori45g3p8.png,1.0,0.992781,Person6,wenig Detailgrad,Original,45
